GRO	664804
VIC	664304
ECI	662637
RIA	661202
EMB	659814
VED	658954
TEL	658697
BEC	657490
RCE	656163
UCH	655226
FFI	654528
RTH	652767
LLO	652165
COL	651274
CLU	649737
PAN	647762
SEL	647565
POL	647536
HEM	646653
NGS	646550
REM	644117
WEE	643233
ISS	636206
GES	636102
NIS	633409
HEL	630830
TEA	629502
SEE	628156
SCH	626996
QUI	625314
ULA	621796
MPA	620181
UES	619941
LAC	619617
HOO	618997
ECE	617780
UCT	615620
RET	612612
ETT	612222
MOS	611889
NDA	611789
ICK	608560
ALE	607905
AIR	607145
SOU	605551
ARL	605112
ANN	604295
SPO	602438
ETE	602020
URN	601106
ROP	600585
ARG	599694
BLI	598385
TAK	589385
FOU	589240
ILD	584165
PPE	583608
ALT	582580
UDE	581536
WHA	580943
HOS	579062
TRU	578984
MAK	578766
CIT	578221
ETI	578194
QUE	578075
CTE	577563
CTO	576100
OVI	575726
UTH	575545
EQU	574667
RTE	573751
LIK	572179
ARA	571810
LOS	569944
CED	568302
FAC	567259
DIT	566507
TLE	566207
NLY	566022
HED	565928
URS	565690
EOP	564116
ECA	562082
UTI	561922
MIS	561685
ONL	561418
FUL	560488
LEC	560477
RIG	559927
VIS	559717
ITT	559700
RAD	558717
MAL	558070
OPL	555902
CER	555302
TLY	554921
MAI	554323
RIV	552959
CLE	552932
STU	550938
BIL	549959
RVI	549771
HOL	549583
ERM	549121
BAC	548467
AMP	547619
OOL	547611
NOR	546299
UTE	546021
PEO	544939
REG	544682
CUR	544081
NCI	542953
PPO	541644
IED	541630
AMI	541307
SIG	539739
EXT	538648
WEL	538270
NNE	538048
RRE	537928
UNC	536483
RNE	535446
TIL	534771
SUP	532712
TRY	530364
ARC	530298
OSS	530010
LET	528592
HRO	527077
MET	526015
LEN	526006
ADI	525673
CAM	524478
MAY	522160
ETH	521801
ICT	520533
ATU	519690
UBL	518946
KED	518795
DIA	517030
CAU	515841
INF	515555
PEA	514038
STS	513566
ENG	512198
DEC	511490
TIT	511422
TCH	509957
BAS	509502
ROD	507954
HIG	505787
RAM	505011
JUS	504011
NEE	503812
HOM	502963
MIT	502291
LOC	501965
KNO	500790
LOO	500048
MME	498638
NCL	496745
HOR	496383
BRI	496282
ELO	495642
EAN	494784
ROW	494282
RSE	493509
RIO	492054
IFI	491912
CAS	490441
QUA	490078
CUL	488806
CLA	488766
DAT	488425
EIN	487342
ORY	486837
OMI	486731
DEA	486493
SUC	485909
RRI	484250
SHA	482294
ESP	481679
IAT	479078
OLO	478393
EGI	478307
DOW	477572
NIC	476313
EMA	475291
IMA	474685
BAN	474560
BET	474452
LIA	474450
NSE	474383
EVI	473698
FRI	472747
RDE	471819
AGA	471035
XPE	470121
SAY	469969
ODU	469846
EET	469678
SIS	468300
URA	467417
EAM	467325
GAI	467190
HIM	466843
CRI	465547
YIN	463839
EMP	463706
OCK	463668
REV	463497
TUD	463241
LIF	461794
ROS	461597
LUD	461064
VAL	458761
DRE	458012
ADD	457963
TIA	457879
ROL	457380
RKE	457134
BUS	455873
HRE	450946
MUS	449070
INV	447208
REF	446161
SCO	443824
HAL	443673
FRE	443066
BRO	443041
BEL	441258
LEG	440017
RTS	439610
OLE	439603
PON	437151
EEK	436204
MEM	435960
ERC	435502
ASI	435297
ELA	435254
AVI	434711
LER	434645
GAN	433472
INK	433407
ORA	433319
HIP	433072
RTA	432018
IOU	431822
RDS	431491
ONC	428467
NME	427310
IZE	425334
DEL	424413
GAM	424104
RLY	423847
PIN	423476
CKE	423369
OGR	422890
EFO	422839
VIE	422346
UPP	422083
RNA	422028
DEV	421237
BRA	419135
LOG	417991
MIC	417557
BAL	416870
CIE	416584
TAB	416266
NNI	414500
LIG	414011
PUB	413466
SET	413308
KER	412336
ELD	412323
UAR	412168
ULL	410949
OCA	410790
CCE	410696
UDI	409820
LIV	409635
EGA	408786
POI	407490
ANK	406289
DEP	405945
EMO	405739
URT	405075
EPT	402911
PAS	401244
NVE	400768
DUR	399876
TOO	399007
DGE	399006
TEC	398560
DIC	398532
ARM	397801
CUS	397063
SOL	396296
RDI	395208
CTS	394047
ROC	393770
LLA	393035
ASO	391772
ENI	391628
NET	391396
PAT	390871
KET	390714
GED	390525
PED	390347
PUT	389935
DON	389694
FIE	388368
NFO	386643
ROB	385409
RID	384935
MAD	384828
CCO	383697
OSI	382625
ORN	382468
DIE	382422
BOT	382136
OUP	379521
NAM	378811
PLI	378624
CRO	378547
IFE	378177
AYE	378129
ILY	377092
ERR	376575
ATO	376151
RVE	374897
TIS	374771
LEM	374607
SPI	374536
FIL	374489
IFF	373521
NGL	373171
ORL	373129
AWA	371107
MOV	370531
LIO	370328
NTH	370065
CAP	370002
WAN	369198
EFE	369102
ASH	368913
ROG	368910
YST	368477
CTU	368317
RME	368302
ROA	366688
IMI	366612
PTI	366445
TOP	366282
ROT	366123
NCH	365776
ISC	364887
ROO	364042
IER	363335
PAC	363258
CLI	362799
ANO	362644
LTH	359165
UMB	359033
INN	358854
WAT	358843
RUN	358390
PIT	358350
SOC	357096
ORG	356201
SIC	356172
ETS	356034
MEA	355727
ODE	355612
RNI	355562
INU	355270
MUN	354764
EPO	354543
LOP	352831
RSI	352730
ETA	352357
BEI	351711
JEC	351263
MPO	351039
ANE	350644
EDU	350462
URR	350079
ILA	349979
ETW	349369
LAB	348653
URC	348167
BOR	348160
EPA	346749
ARN	346246
NTL	345991
RLD	344540
WED	343769
GOO	343417
UIL	342683
TME	342099
LLS	341919
OCI	341748
TTL	341098
TAC	340723
ELS	339828
KEN	339281
AMA	338910
ERF	338747
ARO	338657
PPL	338416
GOV	338129
AUT	337534
OPP	337472
NSU	337231
GIV	336490
DEF	335901
CLO	335859
ONI	335727
ECU	334839
OTI	334625
HOT	334544
OAD	334433
ALA	333739
MMI	333519
MOT	333484
AKI	333366
AFF	333115
DEM	332047
DIF	331554
BEF	331211
RSO	331169
IBL	331152
OMA	330782
EIG	330147
HAM	329509
FAM	328562
ITU	328404
RIB	326155
LEV	326036
YER	326024
IDA	324997
ECH	324934
HIT	324562
SSU	324250
TUA	323766
TTI	323760
RUC	323488
EMS	323141
FUN	322349
NAN	322102
ELP	322084
CRA	321961
APE	321798
TOW	320612
FOL	319816
DRI	319660
ERG	318994
SUB	318734
EFF	317823
UME	316524
SMA	315901
LVE	315735
SCR	314817
GAT	314317
PIC	314236
PHO	314067
RAG	314061
REQ	313978
SAL	313679
EAK	313651
NUM	313314
MOU	312983
PAI	312597
TOM	312576
MMU	312512
LAI	312254
EMI	312082
VOL	312053
BAR	311612
PLO	310885
LOR	310506
CIN	310215
TWE	309305
GAR	308502
SAN	308280
NEY	308008
UIT	307729
ENA	306767
ONO	306075
IEW	305841
NAG	305472
SPA	305433
TEE	305336
NDO	304755
EDE	303839
OKE	303474
SIB	303199
RUS	303179
RAP	302937
RIM	302535
BRE	302225
EEP	301496
FEC	301134
BOO	299940
KES	299821
EWS	299146
ONF	297087
SAT	297063
MAG	297053
DID	296621
ABI	295842
MOD	294747
OWI	294025
ACI	293820
MPE	293508
BUI	293482
SLA	293474
AMO	293212
FEE	292598
SAM	292241
SEV	292149
ADV	291925
BUR	291679
VAN	291528
DIR	291371
BEA	290504
VAT	289938
FRA	289744
HON	289537
HAP	289398
IEL	288368
IVA	287711
MAS	287281
LOT	287061
SUL	286718
ELF	285525
HUR	285291
EER	285067
SYS	284855
TOU	284548
OCE	283362
DAN	282960
ATC	282876
DIV	282867
ASK	282482
WAL	282240
HOP	282051
GUE	281037
ICS	280624
OLU	279902
ORC	279816
OWS	278691
BES	277570
GLE	277365
SSO	276780
SOR	276326
SSA	275053
PET	274624
OOT	274537
CUT	273038
UCE	272081
LAW	271561
EXC	271478
CKS	271148
NCO	270082
AVA	269926
DRA	269341
SIV	268963
NDU	268424
DAR	268361
HIR	268325
ALO	267754
EXA	267610
CEL	267261
ALK	266469
LIM	265995
PPR	265988
VIL	265823
FAR	265283
RNM	264778
WES	264682
DET	264227
IGI	261775
SDA	261116
TAG	260023
SUM	259154
UIR	258178
BAT	256561
NOM	256427
IEV	256289
COV	256094
FOO	254639
TIF	254261
NUE	253979
IOR	253898
MUC	253857
RTY	253681
ICU	253617
OFT	253149
NEA	252511
NOU	251920
SIM	251026
OES	251006
UNG	250582
AUG	249745
KIL	249191
ATA	249063
RMI	247960
OTT	247058
NIO	245973
EFI	245865
RGA	245703
LDI	245349
CIL	245225
CIS	243961
LUE	242477
VIO	242273
PUL	241395
OOR	241389
ESU	240830
UAT	240504
EES	239348
POW	238868
ISA	238605
BOA	238572
NIG	238366
FEN	237686
ESC	236644
ORR	235861
SCA	235601
SUE	235556
ISO	235495
NGI	235348
NIE	235327
COA	235325
CEP	234910
FLO	234877
NIA	234570
AMS	234506
BLA	234078
DDI	233620
VAR	233370
FAI	233200
EEL	232632
OOM	232554
PRA	232236
RAS	232138
CID	231332
RRO	231322
VIT	230989
OTO	230043
WEV	229936
ERO	229410
IET	228366
MPR	226404
COS	226050
GOI	225799
NVI	225244
CIP	225235
USS	224967
BEG	224583
NCR	223784
NEX	223518
OBA	223509
ROF	223436
RIL	223002
NIV	222909
TOL	221813
BEN	221575
FEA	220988
YED	220834
LDE	220263
NNO	220162
BIT	220023
FIT	219977
ITO	219975
WEA	219116
TTA	218757
EAV	216919
PHI	216407
EGE	216301
OTA	216300
WRI	215787
UNE	215088
LEY	214726
PME	214255
LTI	214252
BIN	214041
ISM	213625
CEI	213450
ENO	212882
APA	212597
SKI	212414
ULE	212116
MEE	211136
RTU	210237
BIG	210206
SIA	210177
CHR	209520
PUR	209385
RLI	209219
WOM	208922
DLE	208421
PTE	207414
HRI	207201
GOT	206871
BLO	206594
KEE	205903
FES	205869
GNI	205238
IRD	205115
NTY	205020
NAR	204636
OLV	204550
NTU	204389
OON	204299
HIE	204298
RIP	204106
EPE	204023
GIO	203844
NCY	203836
GGE	203548
EFT	203369
POP	203293
LOY	202950
ADA	202914
GAL	202848
FIG	202702
IGA	202571
UTS	202013
ONV	200983
NGT	200940
IRA	200734
OAC	200440
NEC	200392
RRY	200234
VIR	199997
NON	199914
RKS	199756
ISL	199677
PAY	199562
UCK	199513
RMS	198620
NOV	198595
OBL	198170
EIV	197464
CHN	197334
OAR	197085
SUN	196439
EEM	196248
AGR	196138
ADY	195985
EDS	195856
LEF	195220
TUN	194695
IBE	193794
NEV	193371
RPO	193221
DRO	193139
DOM	193048
GUI	192980
AGO	192814
RKI	192221
UEN	192138
LDR	192084
ODA	192068
MID	191470
LUT	191318
VAI	191055
THU	190866
USH	190805
SCI	190685
ETY	190654
RSH	189862
RAV	189858
GNE	189692
OLA	189563
SUS	189485
REW	189362
GUA	189134
JOR	188796
ONN	188712
MPI	188293
GIS	188038
DUA	187869
EUR	186617
ALU	186527
POT	186319
RDA	186268
RRA	185868
ROJ	185083
LOU	184890
BOD	184834
ESO	184704
ETU	184220
ATS	183999
EXI	183838
ANU	183619
THS	183451
URG	183229
YON	183192
OMB	183086
ODY	182866
RFO	182714
CHU	182700
OJE	182595
WEB	182441
ETR	182334
UCC	182078
OCU	182061
ZED	181504
CCU	181477
AYI	181109
HUM	180415
NEL	180246
MIG	179913
HAI	179829
AIM	179772
MPT	179712
MMO	179184
SEP	178418
JOH	178319
LOV	177859
RAR	177784
IMM	177580
RAF	177376
FEW	176669
ENN	176572
VEM	176186
IBU	175888
EPR	175834
MAJ	175625
EVA	175010
BLY	174233
NAD	174125
ERL	174034
URY	173801
OPT	173691
DUS	173206
ECK	173003
OBE	172913
DDE	172842
UNN	172701
TIG	172579
PLY	172251
AFR	172168
ICL	171857
ILS	171638
NUA	171633
MUL	171471
FAL	170871
AJO	170361
IBI	170110
OKI	170067
WIS	169953
UMA	169893
URD	169705
OSP	169415
UNS	169382
FLA	169331
MAC	169107
EFU	168956
RAB	168955
IRO	168618
URO	168166
WEN	168124
HTS	168094
BED	167619
FIV	167305
ESD	166846
OPI	166679
IEF	166387
DOE	166265
OGY	164845
EHI	164750
LUS	164737
JUN	164531
UCA	164392
NSO	164266
OYE	164070
ACR	163972
LIZ	163816
AIS	163709
CEM	163660
ALF	163494
OHN	163445
UFF	163288
AMM	163257
OCC	163211
IMS	162921
IPA	162062
NIZ	161889
WID	161767
NSH	161554
DAM	161458
PIR	161340
TOD	161033
GUL	160948
PAL	160902
IFT	160523
TUT	160367
FUR	159938
ILT	159788
TYP	159344
KEY	159315
LAM	159281
DOC	159221
FLE	159195
TOG	159154
OPM	158954
WON	158919
XAM	158812
RTM	158753
SKE	158382
OLS	158343
LWA	158163
OGE	157670
SCU	157638
IZA	157612
NUT	157469
NKS	157446
FEL	157338
IRM	157247
IRI	157195
LUM	157152
GLA	157148
EBR	156864
APH	156832
PHY	156621
SQU	156457
OPU	156393
AVO	156279
DOU	155750
XPL	155477
LAU	155318
COO	155203
IDI	155168
AMB	155101
TEG	154942
LIB	154900
SIX	154858
ADM	154825
PIE	154752
GEM	154608
SPR	154171
MBI	154023
VOT	153743
OAL	153681
AGI	153590
HTE	153417
AIT	153327
LTE	153050
UMP	152758
DMI	152732
ALM	152676
OCT	152238
UBS	152157
INO	151875
NDR	151742
APT	151433
TIR	151176
EXE	150937
API	150903
SUA	150720
UGG	150699
NCT	150543
REI	150486
OWL	150398
EGU	150388
EGR	150252
NOL	149954
ITC	149951
SEM	149886
DLY	149722
DUL	149563
NSP	149500
OGI	149395
OMO	148626
MEL	148416
ISP	148293
WNE	148179
KEL	147680
ILM	147677
HET	147151
NFE	146902
ECR	146728
YOR	146595
EDG	145711
NFI	145462
ADO	145401
AUL	145394
MPU	145317
YTH	144940
EAG	144868
ORP	144761
UTO	144696
SAR	144686
NVO	144663
RAY	144636
MMA	143890
BEH	143622
OPO	143607
WOO	143570
SIL	142753
IPS	142724
YSI	142681
IUM	142558
TTO	142529
DIO	142465
LID	142332
HUN	142283
USL	141830
COP	141766
IAM	141717
JOB	141713
AFE	141447
ENV	141389
NIF	141258
OTS	141253
AIG	141098
TNE	140711
RUG	140660
XTE	140635
NEN	140424
SAF	140383
PHE	140256
OUB	140225
SWE	140207
UPE	139866
RUL	139413
GHE	139304
EPL	138980
FAT	138970
ARB	138937
OIL	138478
UTT	138296
CTR	137960
UDG	137883
NIM	137795
AGU	137738
GIC	137412
NFL	136827
USA	136750
ATR	136400
EIT	136155
PPI	135669
CUM	135534
CAD	135468
UMM	135103
UED	134863
GEO	134733
LOA	134253
PAG	134180
ENU	133942
OWA	133914
ASU	133829
NGU	133703
IPL	133507
SUI	133412
RUM	133313
XCE	133303
MSE	133159
GOL	133088
ADS	133082
JAN	132489
IQU	131947
UTU	131807
LUB	131755
JOI	131527
FIS	131384
CKI	131342
BON	131154
AUD	131142
FED	131126
DNE	131001
ALY	130891
IRL	130510
NAB	130498
OBS	130435
ODI	130340
IRT	130283
SCE	130099
FAS	130076
NDL	129786
PES	129703
ELT	129695
SLI	129557
CIF	129533
IPP	129388
TAX	129173
BAB	128804
UIS	128704
ALW	128562
BJE	128544
DAL	128500
HUS	128430
RAW	128073
RGI	127803
UNA	127781
FAN	127738
NLI	127575
DEE	127561
IRC	127497
ADU	127467
SLY	127454
LEE	126975
TEX	126196
TAS	125874
FFO	125748
PHA	125431
RWA	125349
URP	125191
EPU	125054
OFE	124456
LAG	124446
BRU	124263
EOR	124214
ONY	123911
IOL	123836
GOA	123829
CRU	123755
UPS	123713
YPE	123697
HEE	123379
STY	123378
ZIN	123361
OPS	123322
RNS	123300
CKL	122564
GRI	122130
LTU	121813
ERB	121768
LEX	121110
DAV	121012
XTR	120820
EWE	120800
RCI	120490
ZAT	120400
DEB	120197
PAP	120179
OVA	119670
PEE	119660
JUR	119592
ORO	119541
ODS	119230
EGO	118279
RVA	118218
TEP	118078
FLI	118073
EPI	117982
LAD	117875
GLI	117816
DUE	117609
ONM	117454
ALR	117316
IDS	116661
GON	116465
LTS	116229
URV	115822
NGA	115705
SMI	115528
TAF	115463
AEL	115378
ITL	114769
YLE	114762
SAG	114631
COT	114348
HNO	114277
RBA	114231
GLO	114170
APS	114100
IGE	113930
STL	113841
EBA	113663
GEL	113487
OPH	113403
OIC	113218
SOF	112783
BIR	112749
WAI	112637
LUN	112433
ROR	112200
POO	111805
SLE	111624
TOT	111621
WHY	111401
ULY	111075
ESH	111053
RIZ	110994
IOD	110854
OKS	110845
TOC	110709
VOI	110694
IGU	110436
DVA	110326
SAV	110211
NGR	109749
EON	109677
IDD	109509
GTO	109502
BUL	109169
JUL	109103
SWI	109055
YES	109012
TAY	108981
PIO	108902
UID	108838
ERP	108787
APO	108761
QUO	108300
UIC	108025
IDU	107994
RIF	107730
AZI	107118
LRE	107021
FUT	106979
ILO	106903
DRU	106438
RNO	106434
TUE	106147
PIL	106056
ELV	105989
OOS	105927
LMO	105667
NKE	105572
RYI	105442
ACA	105405
HEC	105321
AUN	105177
ALB	105146
ICO	104932
JUD	104544
EAU	104277
LIP	103960
OAT	103703
NKI	103538
ROY	103336
USU	103171
STM	102972
YME	102557
SPL	102508
MBL	102326
TBA	102028
GNA	102015
GUR	101895
DOR	101893
FLU	101755
XIS	101658
INJ	101618
NEF	101153
OBI	100970
BSE	100896
NNA	100836
YAR	100781
UIN	100446
NJU	100438
VIA	100428
ISK	100376
MBA	100244
DOO	100231
JAC	100166
APR	100054
EWA	99748
JOY	99677
ACY	99432
CUP	99332
LSE	99281
GOR	99267
ECL	99093
UDY	98888
RER	98678
EYE	98632
DEO	98528
ABE	98500
DOL	98284
LDS	98250
SLO	98140
ABA	98045
TYL	97908
IFY	97686
LCO	97619
FOC	97558
GUS	97278
RPR	97159
OOP	96882
NEI	96339
AUR	96291
YET	96197
POK	96099
BOY	95848
SUG	95816
WLE	95361
PEL	95192
BSI	95074
IGG	94005
ERD	93879
OCR	93713
IDG	93634
EVO	93609
SIZ	93523
HNI	93479
UEL	93442
LOB	93080
WRO	92959
VOR	92802
REB	92680
GAS	92656
DDL	92580
ICY	92560
OMS	92395
RGY	92321
ORW	92114
RUI	92038
ERW	91574
OFI	91428
RLE	91427
CTL	91392
CTA	91335
TOB	91212
DIG	91169
ABS	91083
YAN	90882
LEB	90719
ZON	90607
GUN	90495
EPH	90482
BLU	90458
UGE	90370
IMU	90203
GOD	90113
MOC	90080
BUY	89903
TSI	89858
ZEN	89849
PUS	89724
XEC	89548
NEG	89535
FET	89506
LYS	89302
SEX	89275
GIR	89144
ALD	89025
GHL	88875
URB	88686
ENJ	88684
UGU	88662
CIR	88328
EKS	88189
NSA	88157
WEI	88111
LAK	88042
IBR	87711
LTY	87596
GLY	87584
DVI	87342
BAD	86916
EBO	86639
JOU	86313
EDN	86036
ATM	85961
KID	85676
INL	85459
RCU	85404
TLA	85380
BUD	85136
SOO	85043
HYS	84972
DOI	84785
RTN	84777
NJO	84691
NAS	84668
BOL	84647
MUR	84475
HOD	84441
RSD	84269
OAS	84219
HLY	84174
UPL	83615
EWI	83482
IPT	83459
GTH	83365
EHA	83095
THY	82914
UNL	82641
SAC	82605
SUF	82473
OUC	82367
KNE	82361
JAM	82259
ETC	82208
OID	82145
ALC	82120
NIQ	81561
TWI	81432
ROK	81265
EBS	81254
OLY	81145
EAP	81045
USP	81028
VEH	80990
AYO	80923
OGN	80854
COG	80600
DDR	80573
GHO	80549
OXI	80399
BIO	79738
NNU	79637
CIO	79531
ASY	79449
PLU	79397
SFU	79286
CCA	79285
CAB	79167
RMO	78690
RSA	78460
OSA	78298
TIP	77864
BST	77681
DOG	77648
WNS	77542
FUS	77531
TAU	77435
DAI	77212
BOV	77173
NSW	77012
DVE	76976
ULI	76925
OIS	76905
MPS	76875
LTA	76788
BIA	76785
SSF	76692
TAM	76592
POU	76372
KLY	76237
NSF	76220
THL	76199
SAW	76095
NHA	75923
ERH	75776
MOM	75610
MEO	75533
OYA	75271
FAV	75121
DEG	74893
BOX	74754
BAM	74607
IAB	74585
RBO	74469
REH	74453
GIA	74359
MOO	74337
RGU	74255
BAY	74096
AGN	74092
GHA	74066
YCL	73763
XIM	73729
UAN	73704
KLE	73559
COD	73531
CYC	73403
WIC	73370
TWA	73324
IPE	73173
XPA	73158
BOW	73098
ISR	72991
FEB	72936
HAB	72749
RBI	72464
IAG	72262
VIV	72251
SIE	72200
DLI	72134
DWA	72047
RYO	72020
IMB	71987
SAS	71711
RIK	71703
SEQ	71640
LUC	71631
UAG	71314
TSE	71251
AGG	71147
IAR	70948
GAV	70923
ETO	70719
CIV	70555
OWT	70529
WTH	70226
TTR	70177
OMY	70149
TOS	70112
RTO	69994
RFE	69818
RFU	69427
RFA	69293
UTA	69282
HOI	69267
SMO	69116
EDA	69067
UIP	69038
VAC	69032
EHO	68638
ASP	68635
RUE	68631
NEM	68464
RUP	68373
JAP	68310
YAL	68257
KAR	68244
WIF	68226
ACU	68022
ADL	67904
CEE	67824
BOS	67741
ABU	67708
HBO	67679
AWS	67674
ZEA	67581
EKE	67549
NYO	67277
PAU	67218
SME	67116
FLY	67093
YMP	67071
SAB	67032
ZER	67013
MIR	66981
EDL	66886
IFO	66864
MPH	66732
UNK	66678
UBJ	66663
NUS	66559
TEV	66542
RAE	66475
GIT	66212
UCI	66211
TUS	66150
EFL	66061
NOS	66048
YRI	66045
IMO	66012
IEC	65945
XPO	65923
HAE	65895
LKI	65784
HLE	65724
LLU	65615
KAT	65596
SAD	65501
ENR	65418
SAU	65373
YEE	65343
LAP	65268
URF	65140
OUD	65106
EDO	65102
NYT	65033
VAS	64958
XPR	64893
UPT	64517
HUG	64455
LOM	64327
MIE	64149
UPO	64077
EBE	63956
GIE	63955
KAN	63915
REY	63721
IGR	63632
TTY	63506
BUM	63505
HEO	63493
AHA	63156
HIB	63111
NNY	62647
VEY	62645
UMS	62623
RUT	62507
OPR	62469
PIS	62459
RYT	62242
RUA	62236
MUM	62212
GUY	62125
OBJ	62124
PTA	62042
SYM	61951
